2y4upjiWuXQ_000075,dog whimpering
3fjNCHK77ag_000030,cat meowing
hkKHx_W1Fu8_000125,yodelling
pwnTfkNFtl4_000016,dog growling
m87jy4Lxdo0_000093,horse neighing
9eJNpYxyJUU_000030,"railroad car, train wagon"
BVXzWRHU_XM_000192,"cattle, bovinae cowbell"
_RgXWy7t8to_000104,underwater bubbling
RRuxmQFlJh0_000017,wood thrush calling
i7jljdyv5IY_000013,dog bow-wow
zRlwkvex_64_000000,"engine accelerating, revving, vroom"
84Y7UH-ha5k_000086,playing theremin
5fgr2dOfXcU_000070,rope skipping
2V5x5zfftPo_000624,people slurping
Cp93MgEa7TA_000080,wind noise
tfaCJZ95kBQ_000340,playing cello
Y1d9ch29eqk_000028,crow cawing
MI93WTScO9M_000195,playing glockenspiel
XJnf_IFLD_I_000052,mynah bird singing
P8TL8ylS-pg_000036,woodpecker pecking tree
pSvb2AIVtTU_000112,fox barking
FynhhyKYLrk_000141,"subway, metro, underground"
zgI1_kwEc2Y_000021,sea waves
YuB7hPAivOw_000021,playing mandolin
lXDdzanhYTY_000005,goose honking
YGajtytEVUc_000182,popping popcorn
h8Oz7FEVECs_000227,playing darts
BXdLkM8ed2c_000112,playing accordion
IGCmCRZnsRs_000317,playing volleyball
ZwIntXXirwE_000030,people whispering
tsL7ovOLJB0_000058,playing tennis
CZCK-9H_MeE_000067,car engine idling
KIRHg2qWHNQ_000058,playing sitar
UbCjAOv__2A_000011,crow cawing
yjuIe6vQWDo_000040,fireworks banging
S7UHgkatBFE_000002,cheetah chirrup
GbT0Yp8jCPA_000138,playing tambourine
pc1v_U7BbTo_000017,playing congas
Rull9IZ6vS0_000010,playing cymbal
o_Ya-_6iW6g_000030,"engine accelerating, revving, vroom"
2RneGStPD3g_000008,playing bass drum
Iw9V7h_awio_000058,cap gun shooting
EXTA8JnDr0A_001079,playing lacrosse
TXaOMswcuhI_000162,people marching
rMAc06M18k0_000090,playing harmonica
I7X5ZhPpGZ0_000017,playing accordion
0ymH_mTFNH0_000001,car passing by
vmqXLPtmRMQ_000030,cat meowing
7h1hwWib_hY_000480,people clapping
C1EMkOnHau0_000012,people whistling
spNFTWUltZU_000207,hail
c6VTdTPcsp0_000030,goose honking
IqwfuymId1w_000020,orchestra
TL4DeoSeeZc_000030,playing cello
AnkjHmfNb2k_000160,"bee, wasp, etc. buzzing"
o2xMrra6mZA_000110,sloshing water
CFsme5oy2BA_000050,people crowd
24g9GEDU-A8_000077,roller coaster running
sPeu5IRj5nc_000000,police car (siren)
oQl5gxc_Fxw_000038,people giggling
MeO3gTWjF-0_000056,playing erhu
pRQkghTD_mM_000087,playing clarinet
aBuuzTpjjPE_000170,cattle mooing
FaeF9x1ajdA_000030,playing bass guitar
I6nOJYm3mhM_000026,train whistling
29fziVRRJ60_000000,playing electronic organ
z9V8GIFxhD4_000763,dinosaurs bellowing
9M_FlkAiTSo_001678,child singing
M1mckraO5_Q_000212,playing glockenspiel
P4zKGX90Blc_000051,fire truck siren
_RYrdAkHbr8_000260,people clapping
cpWHD0q0Xqs_000013,people booing
MEPHbDQj5NU_000122,playing washboard
UycPGx-tgDQ_000130,"race car, auto racing"
EyBONpPcuOY_000062,mynah bird singing
nJx0BGsk5LA_000055,baby laughter
7FLyXxWy7Mo_000067,machine gun shooting
Fg1B-cWiiLI_000060,people sniggering
f4Xo9AsCg6c_000016,playing bassoon
n2QCipwOQ5o_000010,driving motorcycle
Hf9Id3EkyfI_000022,playing volleyball
gsvMS3pkOrw_000053,playing erhu
GiddFI_J3dU_000020,"female speech, woman speaking"
J_aMJ3P0Rlc_000030,wind noise
LffN8dbvhF4_000000,playing tympani
MuEJFy9-MBA_000042,playing erhu
ipIVURrJYXA_000057,playing harmonica
c750mX5kpck_000047,roller coaster running
v7YJBLfyTIg_000182,playing bongo
m2iweMikWoE_000070,playing vibraphone
jzJhXlf8ix8_000133,typing on typewriter
RtXJj3-Ki_s_000030,people belly laughing
euM2IJZsqZw_000030,orchestra
xtmiTS7NhRQ_000043,playing volleyball
5UIeFh-l1U0_000135,singing bowl
28aVNuCBXWw_000174,lions roaring
LK7g-pZZFiA_000004,owl hooting
Gev0hESx088_000030,people running
O5np7n81fXk_000293,people eating noodle
MtaaiKcdPtw_000177,airplane flyby
LSe5WTYa-Ho_000042,arc welding
vkHqjCYCFcc_000888,people slurping
lJCCgJtdquw_000027,black capped chickadee calling
xBTuOJS8S6s_000035,planing timber
QnjalHMFks0_000286,reversing beeps
mYZG7Y1-kNw_000000,ambulance siren
0U958E0WjlY_000030,printer printing
dAhRqu_2zQ0_000013,hail
1br122LAlZg_000009,cricket chirping
8TX_NCcvVK8_000050,playing acoustic guitar
FdWLpqNVGbQ_000051,playing theremin
nAE73s_ExtY_000176,blowtorch igniting
RYwK85zuyN4_000010,blowtorch igniting
Jk-SBbw7Afg_000140,driving buses
opH0-l8WioM_000009,otter growling
R0z6JnhslFQ_000132,roller coaster running
u-olQLMrMRE_000088,ambulance siren
dV9d3zQsjyg_000160,skidding
1fCTVjnuz1w_000027,tapping guitar
G-liW4Aly0g_000040,driving motorcycle
86j9KGXKVb8_000114,wood thrush calling
kIi9Xsaphz0_000128,electric grinder grinding
zgtF-GAafy8_000113,opening or closing car doors
6mwgOh9nk3Q_000078,bowling impact
RKOrorl7zSE_000065,missile launch
g7e3JWnLEDY_000000,playing harmonica
h10MQ7UgPLM_000160,"subway, metro, underground"
zEDuI70jTnQ_000079,ferret dooking
dAjPVgyRPQs_000172,child singing
y3f3Orch-90_000102,ripping paper
EzBUvVO3cBE_000130,"playing marimba, xylophone"
ekMBxAki5gY_000139,playing steelpan
KQ7WbSIKSnM_000015,civil defense siren
MO2sYpqteQk_000030,"pigeon, dove cooing"
9wkMdNo9m5E_000006,"alligators, crocodiles hissing"
e0o6O2Yuk6s_000060,playing saxophone
Amwv9i3FA5M_000030,"female speech, woman speaking"
yS2ha-U_2Ng_000008,playing tambourine
3RoezOKCFFU_000090,playing accordion
5X-a6-tgifI_000010,using sewing machines
FH7JbGtgudE_000030,"pigeon, dove cooing"
rSx7qlyAUuM_000019,crow cawing
ZKYfRMBkjl0_000025,playing harmonica
WAdfpt4Ffpo_000030,playing french horn
f3K0GkgpdFc_000003,lions roaring
2bLydNVPBqk_000030,playing bass drum
AC2XaVYXxpU_000020,people whistling
aR413QGq2E8_000326,people eating noodle
E6aU-03dVCw_000051,typing on typewriter
WgH5QMEC-9g_000448,roller coaster running
PZXHzc6lGQk_000249,roller coaster running
aKevq_vcE0M_000030,people hiccup
_adE25-WqmY_000020,playing steelpan
C7KBNju2d9w_000019,owl hooting
OTattrwc_Qc_000300,basketball bounce
Ile_05rB2bU_000158,playing bagpipes
fnkLZaSKBpg_000030,printer printing
G__MPofCEoA_000296,playing washboard
WFXq5uUBdyk_000250,people clapping
eHx3Stgtr-o_000065,playing cornet
hcsB0jEBz9A_000008,scuba diving
fgSZES3novI_000060,playing harp
4-TbVARh3C4_000018,blowtorch igniting
ZdCcXG-XKuU_000048,civil defense siren
jMG7k3Kuw90_000008,chicken clucking
aeWiKB1oEKo_000000,people coughing
Yvq8WrFpXhE_000038,people crowd
lGHRvInIQKU_000185,playing glockenspiel
QWahm9HZGNw_000010,basketball bounce
UdPGoic5frs_000009,baby laughter
xjJss_VZdYU_000010,opening or closing car doors
puFKehAPlPc_000391,police radio chatter
02OYNmGx79Y_000185,lathe spinning
0ScPJoZAS_Y_000060,skiing
b2_wqAJ4Lt8_000031,typing on typewriter
dr8tviLni_o_000094,opening or closing car doors
y8A6NiRhqX8_000004,"vehicle horn, car horn, honking"
_YOhvAgk9Og_000029,skateboarding
N-ebIXVW4yE_000030,police car (siren)
b98BJ36K1wo_000042,playing bass drum
rjzmutRaKDo_000098,cricket chirping
GSyA_x0Mv68_000010,dog barking
T9dnRNRGiBc_000167,playing cornet
9sNk63XXwaY_000096,chimpanzee pant-hooting
jHl2VOGUP2Q_000102,people sneezing
FTJQO8A0R_c_000050,playing snare drum
Ml8SE3SBLPA_000118,airplane flyby
ThJDVJVlFPo_000443,playing badminton
IX46gdq376M_000000,people crowd
x-0rKQOBzKY_000166,popping popcorn
uhoMycuZ8zw_000020,playing piano
0R-0dduvkFM_000046,baby laughter
MAewEBc_SRo_000010,lawn mowing
m2lwYf8Amog_000044,people burping
4fiKAAsqEMA_000002,people farting
4aU1w7pqJGU_000130,"child speech, kid speaking"
g1EQIsDat_A_000010,people crowd
eCUE4gE-984_000331,vacuum cleaner cleaning floors
0wB_tiRWpOM_000314,"electric shaver, electric razor shaving"
WlkKbqU4p48_000030,playing table tennis
hcd1frpOXJE_000006,goat bleating
L2ZtqkVESzM_000165,police radio chatter
nNAEqZ8KgiQ_000073,strike lighter
_7KRGvqkuZg_000216,bull bellowing
Vzw07t64zks_000095,ice cracking
Eo1C8lKcxoQ_000030,cat meowing
2v3l1eZzL_Y_000030,wind rustling leaves
PZChY40DQt8_000030,turkey gobbling
2JMCoYprQf0_000030,female singing
arz14LS9CF8_000061,elk bugling
3V7EHNKro-I_000030,"playing violin, fiddle"
CkNuL2S7hIg_000003,playing timpani
0pmU2uMqo54_000013,playing bass drum
0sKuwJFDM0g_000030,playing banjo
68W7LCScWUQ_000060,hammering nails
gnB3jTuMqmg_000040,bird wings flapping
2mWeodm1QJA_000362,playing guiro
OjRvGWsNuv8_000004,basketball bounce
_c0dwXSTgj4_000051,playing tambourine
Wd4P1bWB6l8_000126,playing djembe
IOASpofNxR0_000030,ocean burbling
06v_fvoL9u0_000030,playing clarinet
wGWxW4xEVJQ_000020,baby laughter
7bNHJs1SW_o_000021,dinosaurs bellowing
eda3tQWoSNQ_000053,playing timbales
iAywKr3UxkI_000030,typing on computer keyboard
BMAkONpO4O8_000390,people whistling
M0ewU-OHQeQ_000066,wind chime
UEHybgsjkpU_000002,cat growling
H-o53Euiy6I_000129,people burping
ehXGQf2I0_0_000000,ice cracking
G1YXdISd6Zs_000067,cat caterwauling
Mag1V-yRrF0_000019,turkey gobbling
pNQcM0D8igQ_000159,basketball bounce
AIDzkgQnlE0_000020,driving motorcycle
RJnlFcqsLsg_000003,baby crying
U7a3mkpKTAM_000000,"pigeon, dove cooing"
vYaUQnpvy_I_000279,horse clip-clop
vdNEiHA-XeQ_000091,crow cawing
yEr6UM6PDqw_000120,people belly laughing
j7stqkzJCQs_000000,lions growling
nIFbKv1qjfw_000020,people screaming
9Z82CRmxRfU_000069,playing timpani
31uxWvQ3zbw_000030,playing acoustic guitar
P9fr3cbZtLI_000004,scuba diving
kAryrQFMLyE_000004,frog croaking
r4_UReBfOMQ_000011,cat caterwauling
3Kiwzn6qTb4_000006,playing acoustic guitar
XgxH2C3xFog_000022,car engine knocking
iVjzqqLAWaQ_000063,planing timber
gAPf8yxQPhE_000030,driving buses
N2WkVbRD_TE_000054,chopping wood
FmJsJX3cTfQ_000271,slot machine
oDLdwY_wXKk_000189,eletric blender running
40kPQr1QLrQ_000074,tractor digging
Zb0mN8pwBSc_000040,playing bass drum
RmOTqFKcHz0_000011,turkey gobbling
WB64ypIC6rQ_000232,planing timber
Op7h4IZv-BY_000035,people battle cry
ICz4UtYnG7w_000030,playing french horn
bA03kg6rc24_000050,skidding
kkeoyNKY7fU_000070,fire crackling
GHrix2D384M_000030,car engine knocking
SYan6inmFzA_000030,"motorboat, speedboat acceleration"
W5Gdxu3IIW8_000050,chicken clucking
jeGukdUzAWI_000303,elk bugling
GX3NECxywpE_000003,police radio chatter
akrHf5T4hAI_000086,chopping wood
Xys6AKppOwM_000080,playing accordion
Ap5QtEdynhw_000020,people burping
tr-wCYZ87ek_000089,playing double bass
tvM5qR_4-MY_000030,car passing by
QVEob73uwX4_000125,playing bassoon
RjDifiZf1qA_000258,slot machine
AXQ75Q9gTqQ_000282,airplane
64O_AD0WjhA_000197,hammering nails
4Py1g1daGYM_000010,mosquito buzzing
yLMIDy43Gns_000074,baby babbling
QMet4PFzPPk_000550,people clapping
2B9pFNg81uU_000030,playing drum kit
k92KcoS2_O8_000206,singing choir
NggBPWMD5Qs_000265,bowling impact
FGzLl301eEk_000133,lighting firecrackers
wWLO9fK1Q5E_000162,lip smacking
CTK3fl2GaSw_000230,"bee, wasp, etc. buzzing"
BfLF5D7fQzQ_000319,"subway, metro, underground"
5ctMq1ha5U4_000030,playing banjo
orQbUU6zJAg_000330,playing bass guitar
cvoKXddpWng_000004,hail
A164UOiMy7M_000086,alarm clock ringing
ucht3M0dtrE_000030,"engine accelerating, revving, vroom"
zvEHeqhNEK8_000247,mouse clicking
2ulXtPz9vs8_000396,playing bassoon
B0pqRHZJA4c_000215,playing tabla
TbmWBasVYf8_000051,airplane flyby
KYNKFJr8bSA_000066,playing gong
C_TP1j8ROSA_000030,fireworks banging
yyAhW5jRJqU_000030,playing accordion
avlGnqokNMk_000200,playing cello
QorHBd-hrX4_000264,firing muskets
swrMWP2iZzQ_000040,train horning
Iap4BfeKDE0_000002,horse clip-clop
3loBOieUrjA_000073,lathe spinning
LBCyuYjXybk_000034,wood thrush calling
TP5Fi8H9sX0_000028,"electric shaver, electric razor shaving"
d66pNyYB6WY_000013,people burping
vCv5DL9X81U_000000,playing double bass
XjGiiesddM4_000050,people screaming
BczhT1ByrXA_000039,machine gun shooting
kd1rg8jRpyM_000108,playing trumpet
nK6I4-hqFQw_000110,playing bongo
T710OEbZUKU_000110,people burping
hbzobVwq0eE_000057,"electric shaver, electric razor shaving"
bSgmC-Db9N4_000000,driving motorcycle
jOQNSWwmSns_000003,baby crying
8WtFMfpckrA_000010,people sobbing
mH27QUJwxjA_000190,playing piano
lvm8qZZW8mA_000239,mouse clicking
6lzWYtq5fTg_000061,car engine knocking
rr85kHcKTdM_000061,beat boxing
oNPDmRo8oTY_000520,sailing
uelHwf8o7_U_000218,rapping
vLRkBqRBj4Q_000380,playing piano
1ovmYuSuw5g_000034,forging swords
SKArI_nysos_000003,roller coaster running
hhwv-Hos8xA_000210,airplane
T7aH9ZGEjKU_000040,"bird chirping, tweeting"
BfwCrgCSbLA_000030,"playing violin, fiddle"
7PuLhCWmXDg_000073,playing tympani
_FhhRxmjqU4_000179,lathe spinning
htV2ZEFkpfU_000131,sharpen knife
RvM-RHO7miI_000020,stream burbling
ILQoE0nox84_000011,baby laughter
Kp0W7S-oExs_000030,driving buses
XHqP5xZ5AHk_000080,dog barking
qeDm4ls_YzA_000122,beat boxing
9gx06mcBUlU_000010,people farting
qD5bfl08gTY_000216,"playing steel guitar, slide guitar"
TFuF2t46K0M_000090,playing flute
YnS0OTSxH28_000020,rope skipping
tSOJllJ9GwI_000030,playing drum kit
9KR6Kr_ixf0_000290,people screaming
3WDIrgQ7hTE_000093,police radio chatter
d_CM_DoyJCw_000020,"race car, auto racing"
rjQLHQktyPg_000260,playing hammond organ
Srclfkd1dV4_000030,playing piano
kyYE1-JlRxM_000007,"vehicle horn, car horn, honking"
j94NGG9yahw_000010,child singing
1R6bSUQkQMg_000098,dog baying
RB1Y7vodua4_000171,playing zither
f-zF4trKRfQ_000191,hammering nails
c94yNyM3j6o_000054,planing timber
WD0NtSl6EHM_000040,people farting
5wYFSv38-P4_000050,playing squash
buuTXa1Nj2I_000193,playing accordion
MSWbH1VzjXg_000654,arc welding
n79ZuPSbljg_000000,baby babbling
6q--OBGZiMw_000050,turkey gobbling
nWHHtgTPhUo_000250,people screaming
B2P716WAO4o_000000,chicken crowing
CqHuOtrYm4M_000030,playing electronic organ
kOfveyBfRYA_000015,mynah bird singing
YEhsRiyjm28_000007,playing squash
9XWY1IeKr6Q_000100,orchestra
kZHfmgIb4mc_000079,playing djembe
yrSXpvV40Cc_000019,"vehicle horn, car horn, honking"
WS9yLXR9t70_000110,using sewing machines
cdUSo-WSv5w_000030,playing vibraphone
IfZp6lmjZ90_000160,raining
B5THgsHK3O0_000126,car engine starting
Nv_xr13dig8_000140,playing bass guitar
uBDauYUicyU_000000,skidding
C92T1QixZPU_000030,people screaming
zaSIvEesJo0_000000,people cheering
nhsS1lnC9xc_000415,skiing
2SEkiq5rTrs_000030,typing on computer keyboard
NQsUgO22GD0_000072,penguins braying
1b2YZNhlqtg_000030,baby crying
GXL-rhl8Lg8_000021,dinosaurs bellowing
lHRpGcitBsE_000000,cat purring
0HD2X309dlw_000033,sea waves
9fbHqtIUhlE_000087,"subway, metro, underground"
yZrNSTFtYpY_000235,playing hammond organ
PmaUwtX1ONI_000007,volcano explosion
zuzNhx0E0RM_000027,basketball bounce
Vvdyo61aibs_000031,playing theremin
yP2GtuMZ0bc_000400,playing saxophone
SRCenC3nBDk_000260,playing drum kit
Oy7G46NjNKU_000280,fire truck siren
J_FO4Ce366g_000050,sloshing water
Eh17Cikzf3k_000000,skateboarding
oksmCVqNWks_000482,reversing beeps
UxrkhIcATBk_000030,playing bass drum
Ercd4YFPgj4_000101,wind rustling leaves
Gqd-QKqpPIE_000182,people marching
qQuqw2eH-w4_000260,chainsawing trees
LxpHAK1Q46A_000041,parrot talking
bBPZYxEpy2Q_000123,slot machine
uI97D8AWoHY_000302,playing cornet
gr5xrOpN1qc_000080,dog bow-wow
nv4NlE0CgQI_000021,mynah bird singing
0Fdic9NOoYs_000030,people crowd
vZBYwYgZcU8_000030,chainsawing trees
_l0Fscoo4MM_000070,chopping wood
L0lXx8f303k_000111,playing accordion
tn12VTX-mj8_000383,playing erhu
U9v3tFIQWWE_000056,mynah bird singing
SbIkZoG0mDA_000075,magpie calling
AJYCv89BZUM_000000,playing hammond organ
_nukhX-fSNA_000055,duck quacking
MH5ZWgG5IVc_000500,"railroad car, train wagon"
KEcugkqcHO8_000104,rapping
NZTA03ADqNU_000020,people whistling
lwRJRGhMlRs_000420,playing saxophone
ZCPfrYzZMsc_000227,bouncing on trampoline
OBLd5mIPkLU_000179,hail
OkqTCIDilNY_000060,fireworks banging
jTL_WKMSFGI_000000,car engine knocking
XZQo8oXOByY_000036,chinchilla barking
95Bn1R4Mm3g_000091,playing tabla
ME6A5Hb8Bk4_000074,yodelling
SJSevhQs-VM_000389,mouse clicking
JjtAbnmUXPs_000282,playing darts
GhSu5iKXvcM_000111,lathe spinning
ICGEg2YBvQc_000030,waterfall burbling
szf6mrCOHM8_000030,snake hissing
yHrDUJFXxjY_000000,baby laughter
1YYHuxqOkIk_000000,chicken clucking
VymMwQrcZNM_000003,ice cracking
sbzdxGq1o34_000002,car engine knocking
3U6prrWmneQ_000000,lions growling
6c20TeVesvE_000030,sliding door
0vEmiYc7J04_000030,car engine starting
7sAyAzCJy8I_000028,"rowboat, canoe, kayak rowing"
y6_fPXxjrGI_000045,striking bowling
9klYVZBdgWk_000030,turkey gobbling
ceRuAuiP6v4_000316,"heart sounds, heartbeat"
puCB9a_UPbc_000147,tapping guitar
EweJUUtmWVw_000030,"rowboat, canoe, kayak rowing"
70ZQxkNVY8I_000000,people booing
SDUK-kIDlEc_000046,playing gong
hrTkOEtCVFY_000012,sheep bleating
j9Fp_upr9eY_000140,playing bongo
8PZvPpNj2Mk_000020,playing cornet
tEfjBCYLEVI_000094,lions roaring
_uUBpK8VWtE_000302,slot machine
G-u4dCYQOxs_000033,wind chime
JTpxT_rzJe4_000030,playing electric guitar
h-3yxaotgag_000030,wind rustling leaves
JQ1ORkjxCg8_000010,"vehicle horn, car horn, honking"
gYnkvGx8oPU_000290,people cheering
m7vd_CfOjog_000072,people booing
adaVR5SniyA_000035,playing double bass
qYIcKI0UYPg_000004,sea waves
Flwl14EQ6SU_000081,lathe spinning
QXzkFXYhu2g_000009,"ice cream truck, ice cream van"
e4Nf9H4WBh4_000030,police car (siren)
PSeg1WIMsaM_000010,chicken crowing
PXxMW3PFhAc_000047,"playing steel guitar, slide guitar"
Z9g0I0oHFaE_000115,people giggling
5jDb5TWNhsU_000030,people clapping
gfNaR2twf7Y_000020,skidding
XLsViuP_-SE_000000,"vehicle horn, car horn, honking"
HglasZ-0Mgc_000029,machine gun shooting
n1dNbrjaoQo_000070,"race car, auto racing"
CXvP-PYsNaI_000103,driving snowmobile
UJLVg9NzoPs_000016,playing squash
9u-m7Vx__h8_000227,playing tabla
MZnzSYSGINg_000100,machine gun shooting
T6vRndo1F18_000044,skiing
DzYX1zBWqiY_000223,people humming
hSa_Si_NbC4_000141,cat hissing
YR2AHUO0ISQ_000290,playing harp
TkhHf2_jfp8_000110,playing bass drum
AAYA7MGEXU8_000230,people belly laughing
AiUjQyifwVs_000059,lathe spinning
fhMFdhv4BlI_000056,"fly, housefly buzzing"
93jm0xaG6bs_000210,playing piano
_bkMO3cOoyg_000566,people eating apple
WuAMQ2eubfI_000539,playing squash
0aQoTA-ae64_000085,typing on typewriter
fDojYgwghNg_000166,playing tabla
pZxnsLGy4Rc_000119,cutting hair with electric trimmers
3MQPdxUZYWc_000220,singing choir
hbXyGfTLsGU_000010,printer printing
WriB0MjCkOU_000088,playing didgeridoo
EKZNawyDHYM_000107,electric grinder grinding
kpK8PdoY-vg_000104,people eating noodle
gnMaGj5Jm-w_000025,"playing steel guitar, slide guitar"
u9licDy7LcU_000000,people clapping
c15SI9YRgKg_000078,playing bassoon
6TH6ob-VlIM_000030,male singing
1RrMaovFW4g_000030,"female speech, woman speaking"
Lz_T86yTiZI_000110,"bird chirping, tweeting"
cPASGmv8RMU_000081,playing gong
AtKGmV1QOb0_000016,dinosaurs bellowing
2U_Qfi_ruZU_000097,missile launch
EcLbWTMWBn0_000060,playing tympani
JrYxlP1336E_000036,scuba diving
I-AIs4VVekA_000158,francolin calling
Q2ikcdaPr_Q_000080,people crowd
55F7CcUaf4Y_000030,playing acoustic guitar
YqB4EDfvWYU_000470,"child speech, kid speaking"
XF89uRm9ZIU_000026,reversing beeps
NEOoeD9NLv8_000050,people whistling
6Xeqf-z6wt0_000023,singing bowl
_eIe1isk5JM_000030,people sniggering
O6JpNKsFv1g_000019,playing guiro
yDDBd0sW-eo_000036,playing squash
qDWUL7bHpLU_000070,cap gun shooting
u-5i_lCCH-M_000036,black capped chickadee calling
1VBHnAVgROw_000123,playing tabla
sV0Kpq6S1mI_000001,people sneezing
Jtols_QhuWw_000012,lighting firecrackers
n9JaCIkXKC0_000043,playing trombone
y7etm7QnzLo_000103,playing cornet
9uyKehkRd3M_000090,playing acoustic guitar
n43QHj4mamA_000399,playing ukulele
EY11eklYA5s_000030,playing french horn
G7N9L5YuPRo_001084,fire crackling
ZKuazsvVewU_000070,playing bongo
phX99TsHrs8_000030,playing accordion
thQ3PeqyArg_000030,people screaming
MqYGRkhG8xw_000002,cat purring
4qaPtkgKSNE_000101,playing hammond organ
2aUsiNodEM4_000031,dog barking
ndTG15Z6gAw_000040,helicopter
1ZAiieYWhGk_000036,singing bowl
NJQPNMG7dGw_000030,helicopter
1bppUrapHrk_000023,magpie calling
e8S6T3s_Y5k_000008,car engine knocking
FVqRM1Mfb3o_000025,opening or closing car doors
NjlH6KF4quc_000030,"bee, wasp, etc. buzzing"
Y3JE4_c_-PI_000674,scuba diving
8NKT9qloUWw_000005,raining
IXv9mPXBEoo_000370,stream burbling
XLukIMNrmno_000070,playing harp
zDIQLDzHG4U_000027,playing mandolin
HR6tyAVCeKw_000117,singing choir
la7kxX8nlrg_000030,driving buses
_Bqwuh90sBo_000014,"rowboat, canoe, kayak rowing"
2QqLKkqEg44_000060,driving motorcycle
ioFHSGihTBs_000220,plastic bottle crushing
cNJJArQyeK8_000036,civil defense siren
6oXaqCm2d0c_000435,people cheering
XPdFh1y-cxI_000132,black capped chickadee calling
bAWfdei_DPQ_000054,playing congas
GcTyvh2sRsw_000098,tapping guitar
53EhFicREdc_000019,spraying water
Jl_vkxzTfTo_000092,lathe spinning
6EcmHiscsOc_000287,lighting firecrackers
FtCslvCjZEY_000434,dinosaurs bellowing
Ga0aYTRgvtI_000031,lions roaring
YxqJLyxxF4g_000010,toilet flushing
Gd4zO3GWKNg_000150,driving buses
